19.4209,-33.2588
23.4836,-31.3804
27.2812,-29.9351
30.714,-28.9385
33.6861,-28.3715
36.109,-28.1806
37.9044,-28.2807
39.0071,-28.5579
39.3671,-28.8752
38.9524,-29.0786
37.75,-29.0043
35.7676,-28.4864
33.0337,-27.3655
29.5978,-25.4969
25.5293,-22.7583
20.9165,-19.0571
15.8638,-14.337
10.49,-8.5826
4.92427,-1.82289
-0.697111,5.86678
-6.23459,14.365
-11.5495,23.5062
-16.5084,33.0844
-20.9868,42.859
-24.8731,52.5618
-28.0724,61.9059
-30.5088,70.5947
-32.1285,78.3329
-32.9013,84.8369
-32.8211,89.8458
-31.907,93.1312
-30.2018,94.5071
-27.7712,93.8378
-24.7015,91.0448
-21.0967,86.1113
-17.0753,79.0857
-12.7661,70.0813
-8.30468,59.2754
-3.82835,46.9049
0.527854,33.2607
4.63557,18.6794
8.3771,3.53327
11.6491,-11.7803
14.3655,-26.8514
16.4601,-41.2707
17.8885,-54.6418
18.6285,-66.5949
18.681,-76.7979
18.0689,-84.9684
16.8359,-90.8821
15.0445,-94.3811
12.7732,-95.379
10.1135,-93.8642
7.16645,-89.9004
4.0384,-83.6246
0.837641,-75.2431
-2.32968,-65.0251
-5.36312,-53.2935
-8.17125,-40.4149
-10.6745,-26.7876
-12.8076,-12.8288
-14.5211,1.03902
-15.7824,14.4016
-16.5765,26.8662
-16.9051,38.0742
-16.7861,47.712
-16.2518,55.5215
-15.3467,61.307
-14.1256,64.9416
-12.6502,66.3699
-10.9862,65.6092
-9.20073,62.7481
-7.3592,57.942
-5.52248,51.4072
-3.74468,43.4127
-2.07109,34.2703
-0.53673,24.3231
0.834602,13.9337
2.03074,3.47112
3.05094,-6.70197
3.90512,-16.2415
4.61266,-24.8337
5.20065,-32.2057
5.70189,-38.1343
6.15256,-42.4529
6.58982,-45.0568
7.0493,-45.9056
7.56278,-45.0237
8.15597,-42.4986
8.84673,-38.4767
9.64353,-33.1571
10.5445,-26.7835
11.5371,-19.6352
12.598,-12.0157
13.6939,-4.24205
14.7824,3.3677
15.8143,10.5058
16.7351,16.8864
17.4875,22.2557
18.0143,26.4014
18.261,29.1602
18.1787,30.4235
17.7264,30.1417
16.8737,28.3253
15.6026,25.0445
13.9094,20.4268
11.8053,14.652
9.31717,7.94587
6.48714,0.571479
3.37192,-7.17987
0.0412964,-14.9994
-3.42388,-22.5719
-6.93422,-29.5871
-10.3947,-35.7507
-13.7081,-40.7952
-16.778,-44.4888
-19.5128,-46.6447
-21.8289,-47.1269
-23.6538,-45.8558
-24.9288,-42.8108
-25.6121,-38.0315
-25.6796,-31.6166
-25.1268,-23.7206
-23.9689,-14.5493
